label,start,end
推荐吃,肺栓塞和肺梗死,萝卜豆腐汤
推荐吃,肺栓塞和肺梗死,牛奶玉米汤
推荐吃,肺栓塞和肺梗死,冬瓜粒杂锦汤
忌吃,肺栓塞和肺梗死,啤酒
忌吃,肺栓塞和肺梗死,黄酒
忌吃,肺栓塞和肺梗死,白酒
忌吃,肺栓塞和肺梗死,咸鸭蛋
宜吃,肺栓塞和肺梗死,鸭肝
宜吃,肺栓塞和肺梗死,鸡肉
宜吃,肺栓塞和肺梗死,葵花子仁
宜吃,肺栓塞和肺梗死,白果（干）
治疗药物,肺栓塞和肺梗死,肝素钠注射液
治疗药物,肺栓塞和肺梗死,注射用尿激酶
治疗药物,肺栓塞和肺梗死,注射用过氧化碳酰胺
治疗药物,肺栓塞和肺梗死,低分子量肝素钠注射液
治疗药物,肺栓塞和肺梗死,注射用降纤酶
治疗药物,肺栓塞和肺梗死,肝素钙注射液
治疗药物,肺栓塞和肺梗死,注射用盐酸罂粟碱
常见药物,肺栓塞和肺梗死,注射用盐酸罂粟碱
常见药物,肺栓塞和肺梗死,肝素钠注射液
并发症,肺栓塞和肺梗死,肺动脉高压
病症,肺栓塞和肺梗死,晕厥
病症,肺栓塞和肺梗死,胸痛
科室从属,心胸外科,外科
就诊科室,肺栓塞和肺梗死,心胸外科
检查项目,肺栓塞和肺梗死,凝血时间
检查项目,肺栓塞和肺梗死,纤维蛋白原
检查项目,肺栓塞和肺梗死,血气分析
检查项目,肺栓塞和肺梗死,氧分压
检查项目,肺栓塞和肺梗死,心电图
治疗,肺错构瘤,手术治疗
治疗,肺错构瘤,药物治疗
治疗,肺错构瘤,支持性治疗
并发症,肺错构瘤,肺炎
并发症,肺错构瘤,肺不张
并发症,肺错构瘤,支气管扩张
病症,肺错构瘤,咳嗽
病症,肺错构瘤,哮鸣音
病症,肺错构瘤,胸痛
科室从属,心胸外科,外科
就诊科室,肺错构瘤,心胸外科
治疗,肺爆震伤,药物治疗
治疗,肺爆震伤,手术治疗
治疗药物,肺爆震伤,注射用过氧化碳酰胺
常见药物,肺爆震伤,注射用过氧化碳酰胺
并发症,肺爆震伤,肺炎
并发症,肺爆震伤,呼吸衰竭
并发症,肺爆震伤,败血症
并发症,肺爆震伤,休克
病症,肺爆震伤,循环衰竭
病症,肺爆震伤,气胸
病症,肺爆震伤,咳嗽
病症,肺爆震伤,昏迷
病症,肺爆震伤,昏睡
病症,肺爆震伤,水肿
病症,肺爆震伤,呼吸衰竭
病症,肺爆震伤,发绀
病症,肺爆震伤,休克
病症,肺爆震伤,胸闷
病症,肺爆震伤,抽搐
病症,肺爆震伤,胸痛
病症,肺爆震伤,血胸
科室从属,心胸外科,外科
就诊科室,肺爆震伤,心胸外科
治疗,肺包虫病,药物治疗
治疗,肺包虫病,手术治疗
治疗,肺包虫病,支持性治疗
治疗药物,肺包虫病,阿苯达唑胶囊
治疗药物,肺包虫病,阿苯达唑片
常见药物,肺包虫病,阿苯达唑片
常见药物,肺包虫病,阿苯达唑胶囊
并发症,肺包虫病,纵隔脓肿
并发症,肺包虫病,麻疹
并发症,肺包虫病,过敏性休克
病症,肺包虫病,咳嗽
病症,肺包虫病,窒息
病症,肺包虫病,咳痰
病症,肺包虫病,囊肿
病症,肺包虫病,发烧
病症,肺包虫病,休克
病症,肺包虫病,胸痛
病症,肺包虫病,喘息
病症,肺包虫病,脓胸
就诊科室,肺包虫病,传染科
检查项目,肺包虫病,嗜酸性粒细胞
检查项目,肺包虫病,皮内试验
检查项目,肺包虫病,补体结合试验
治疗,感染性肋软骨炎,药物治疗
治疗,感染性肋软骨炎,支持性治疗
推荐吃,感染性肋软骨炎,菠菜豆腐汤
推荐吃,感染性肋软骨炎,双菇番茄黄瓜紫菜汤
推荐吃,感染性肋软骨炎,白菜蛋花粥
推荐吃,感染性肋软骨炎,海带果菜汁
推荐吃,感染性肋软骨炎,步鱼蔬菜羹
推荐吃,感染性肋软骨炎,卷心菜菠萝汁
推荐吃,感染性肋软骨炎,紫菜芙蓉汤
推荐吃,感染性肋软骨炎,菠菜双蛋羹
忌吃,感染性肋软骨炎,白酒
忌吃,感染性肋软骨炎,咸鸭蛋
忌吃,感染性肋软骨炎,鹅肉
忌吃,感染性肋软骨炎,白扁豆
宜吃,感染性肋软骨炎,乌龟
宜吃,感染性肋软骨炎,鸡蛋
宜吃,感染性肋软骨炎,鸭肝
宜吃,感染性肋软骨炎,葵花子仁
治疗药物,感染性肋软骨炎,氟罗沙星分散片
治疗药物,感染性肋软骨炎,逐瘀消肿膏
治疗药物,感染性肋软骨炎,鲑降钙素注射液
治疗药物,感染性肋软骨炎,治伤胶囊
常见药物,感染性肋软骨炎,治伤胶囊
常见药物,感染性肋软骨炎,鲑降钙素注射液
并发症,感染性肋软骨炎,肺炎
并发症,感染性肋软骨炎,脓肿
病症,感染性肋软骨炎,脓肿
病症,感染性肋软骨炎,咳嗽
病症,感染性肋软骨炎,胸痛
科室从属,心胸外科,外科
就诊科室,感染性肋软骨炎,心胸外科
检查项目,感染性肋软骨炎,CT检查
治疗,膈肌膨出,手术治疗
治疗,膈肌膨出,药物治疗
治疗,膈肌膨出,支持性治疗
推荐吃,膈肌膨出,双菇番茄黄瓜紫菜汤
推荐吃,膈肌膨出,菜花泥子汤
推荐吃,膈肌膨出,蔬菜杂烩粥
推荐吃,膈肌膨出,瑶柱生菜白菜汤
推荐吃,膈肌膨出,白菜蛋花粥
推荐吃,膈肌膨出,卷心菜菠萝汁
推荐吃,膈肌膨出,紫菜芙蓉汤
推荐吃,膈肌膨出,菠菜双蛋羹
忌吃,膈肌膨出,白酒
忌吃,膈肌膨出,咸鸭蛋
忌吃,膈肌膨出,鹅肉
忌吃,膈肌膨出,油豆腐
宜吃,膈肌膨出,鸡蛋
宜吃,膈肌膨出,鸭肝
宜吃,膈肌膨出,鸡肉
宜吃,膈肌膨出,葵花子仁
并发症,膈肌膨出,腹痛
并发症,膈肌膨出,腹胀
并发症,膈肌膨出,肠梗阻
病症,膈肌膨出,腹胀
病症,膈肌膨出,紫绀
科室从属,心胸外科,外科
就诊科室,膈肌膨出,心胸外科
治疗,急性气管－支气管炎,药物治疗
治疗,急性气管－支气管炎,支持性治疗
推荐吃,急性气管－支气管炎,小麦粥
推荐吃,急性气管－支气管炎,蔬菜杂烩粥
推荐吃,急性气管－支气管炎,杂粮粥
推荐吃,急性气管－支气管炎,荞麦粥
推荐吃,急性气管－支气管炎,牛奶菠菜粥
推荐吃,急性气管－支气管炎,花生杏仁粥
推荐吃,急性气管－支气管炎,萝卜豆腐汤
推荐吃,急性气管－支气管炎,绿豆南瓜汤
忌吃,急性气管－支气管炎,啤酒
忌吃,急性气管－支气管炎,白酒
忌吃,急性气管－支气管炎,咸鸭蛋
忌吃,急性气管－支气管炎,鹅肉
宜吃,急性气管－支气管炎,鸭肝
宜吃,急性气管－支气管炎,葵花子仁
宜吃,急性气管－支气管炎,白果（干）
宜吃,急性气管－支气管炎,白扁豆
治疗药物,急性气管－支气管炎,左氧氟沙星片
治疗药物,急性气管－支气管炎,头孢克肟颗粒
治疗药物,急性气管－支气管炎,头孢呋辛酯胶囊
治疗药物,急性气管－支气管炎,十五味龙胆花丸
治疗药物,急性气管－支气管炎,罗红霉素分散片
治疗药物,急性气管－支气管炎,小儿热咳口服液
治疗药物,急性气管－支气管炎,强力枇杷露
治疗药物,急性气管－支气管炎,匹多莫德口服溶液
治疗药物,急性气管－支气管炎,复方气管炎片
治疗药物,急性气管－支气管炎,热炎宁颗粒
治疗药物,急性气管－支气管炎,阿奇霉素片
治疗药物,急性气管－支气管炎,阿奇霉素干混悬剂
治疗药物,急性气管－支气管炎,蛇胆川贝液
治疗药物,急性气管－支气管炎,罗红霉素软胶囊
治疗药物,急性气管－支气管炎,清热止咳颗粒
治疗药物,急性气管－支气管炎,盐酸头孢他美酯片
治疗药物,急性气管－支气管炎,阿莫西林胶囊
治疗药物,急性气管－支气管炎,盐酸克林霉素棕榈酸酯分散片
治疗药物,急性气管－支气管炎,克拉霉素分散片
治疗药物,急性气管－支气管炎,雪梨膏
治疗药物,急性气管－支气管炎,头孢丙烯分散片
常见药物,急性气管－支气管炎,头孢丙烯分散片
常见药物,急性气管－支气管炎,头孢克肟颗粒
并发症,急性气管－支气管炎,肺炎
并发症,急性气管－支气管炎,佝偻病
并发症,急性气管－支气管炎,中耳炎
并发症,急性气管－支气管炎,喉炎
并发症,急性气管－支气管炎,副鼻窦炎
病症,急性气管－支气管炎,咳痰
病症,急性气管－支气管炎,咳嗽
病症,急性气管－支气管炎,胸闷
病症,急性气管－支气管炎,干咳
科室从属,呼吸内科,内科
就诊科室,急性气管－支气管炎,呼吸内科
检查项目,急性气管－支气管炎,血常规
治疗,鸡胸,药物治疗
治疗,鸡胸,康复治疗
治疗,鸡胸,手术治疗
推荐吃,鸡胸,黄豆芽排骨
推荐吃,鸡胸,素炒黄豆芽
推荐吃,鸡胸,黄豆芽拌海带
推荐吃,鸡胸,虾皮水饺
推荐吃,鸡胸,虾皮炒绿豆芽
推荐吃,鸡胸,豆腐蛋饺
推荐吃,鸡胸,豆腐海鲜汤
推荐吃,鸡胸,虾皮菠菜
忌吃,鸡胸,白酒
忌吃,鸡胸,咸鸭蛋
忌吃,鸡胸,鹅肉
忌吃,鸡胸,白扁豆
宜吃,鸡胸,鸡蛋
宜吃,鸡胸,鸭肝
宜吃,鸡胸,葵花子仁
宜吃,鸡胸,白果（干）
治疗药物,鸡胸,阿胶牡蛎口服液
常见药物,鸡胸,阿胶牡蛎口服液
并发症,鸡胸,漏斗胸
病症,鸡胸,疲劳
病症,鸡胸,喘息
科室从属,心胸外科,外科
就诊科室,鸡胸,心胸外科
检查项目,鸡胸,心电图
检查项目,鸡胸,肺功能检查
检查项目,鸡胸,血清碱性磷酸酶
治疗,矫正型大动脉错位,药物治疗
治疗,矫正型大动脉错位,手术治疗
推荐吃,矫正型大动脉错位,雪菜青豆韭菜豆腐汤
推荐吃,矫正型大动脉错位,双菇番茄黄瓜紫菜汤
推荐吃,矫正型大动脉错位,瑶柱生菜白菜汤
推荐吃,矫正型大动脉错位,菠菜豆腐汤
推荐吃,矫正型大动脉错位,卷心菜菠萝汁
推荐吃,矫正型大动脉错位,紫菜芙蓉汤
推荐吃,矫正型大动脉错位,菠菜双蛋羹
推荐吃,矫正型大动脉错位,牛奶菠菜粥
忌吃,矫正型大动脉错位,干腌菜
忌吃,矫正型大动脉错位,白酒
忌吃,矫正型大动脉错位,咸鸭蛋
忌吃,矫正型大动脉错位,鹅肉
宜吃,矫正型大动脉错位,鸡蛋
宜吃,矫正型大动脉错位,鸭肝
宜吃,矫正型大动脉错位,葵花子仁
宜吃,矫正型大动脉错位,白果（干）
并发症,矫正型大动脉错位,房间隔缺损
并发症,矫正型大动脉错位,三尖瓣关闭不全
并发症,矫正型大动脉错位,心力衰竭
并发症,矫正型大动脉错位,心力衰竭
病症,矫正型大动脉错位,紫绀
病症,矫正型大动脉错位,心力衰竭
病症,矫正型大动脉错位,气急
科室从属,心胸外科,外科
就诊科室,矫正型大动脉错位,心胸外科
检查项目,矫正型大动脉错位,心电图
治疗,继发性纵隔感染,药物治疗
治疗,继发性纵隔感染,手术治疗
治疗,继发性纵隔感染,支持性治疗
推荐吃,继发性纵隔感染,小麦粥
推荐吃,继发性纵隔感染,杂粮粥
推荐吃,继发性纵隔感染,蔬菜杂烩粥
推荐吃,继发性纵隔感染,荞麦粥
推荐吃,继发性纵隔感染,豆薯小米粥
推荐吃,继发性纵隔感染,花生杏仁粥
推荐吃,继发性纵隔感染,冬菇椰菜豆腐粉丝汤
推荐吃,继发性纵隔感染,萝卜豆腐汤
忌吃,继发性纵隔感染,干腌菜
忌吃,继发性纵隔感染,啤酒
忌吃,继发性纵隔感染,黄酒
忌吃,继发性纵隔感染,白酒
宜吃,继发性纵隔感染,鸡蛋
宜吃,继发性纵隔感染,鸭肝
宜吃,继发性纵隔感染,葵花子仁
宜吃,继发性纵隔感染,白果（干）
治疗药物,继发性纵隔感染,注射用异环磷酰胺
治疗药物,继发性纵隔感染,强力康颗粒
治疗药物,继发性纵隔感染,平消片
常见药物,继发性纵隔感染,平消片
常见药物,继发性纵隔感染,强力康颗粒
并发症,继发性纵隔感染,休克
并发症,继发性纵隔感染,食管穿孔
并发症,继发性纵隔感染,菌血症
并发症,继发性纵隔感染,败血症
病症,继发性纵隔感染,高热
科室从属,心胸外科,外科
就诊科室,继发性纵隔感染,心胸外科
检查项目,继发性纵隔感染,食管造影
治疗,局限型间皮瘤,药物治疗
治疗,局限型间皮瘤,手术治疗
治疗,局限型间皮瘤,支持性治疗
推荐吃,局限型间皮瘤,卷心菜菠萝汁
推荐吃,局限型间皮瘤,海带果菜汁
推荐吃,局限型间皮瘤,紫菜芙蓉汤
推荐吃,局限型间皮瘤,牛奶菠菜粥
推荐吃,局限型间皮瘤,瑶柱生菜白菜汤
推荐吃,局限型间皮瘤,双菇番茄黄瓜紫菜汤
推荐吃,局限型间皮瘤,雪菜青豆韭菜豆腐汤
推荐吃,局限型间皮瘤,菠菜双蛋羹
忌吃,局限型间皮瘤,白酒
忌吃,局限型间皮瘤,咸鸭蛋
忌吃,局限型间皮瘤,鹅肉
忌吃,局限型间皮瘤,油豆腐
宜吃,局限型间皮瘤,鸡蛋
宜吃,局限型间皮瘤,鸭肝
宜吃,局限型间皮瘤,葵花子仁
宜吃,局限型间皮瘤,核桃
治疗药物,局限型间皮瘤,注射用卡铂
治疗药物,局限型间皮瘤,注射用培美曲塞二钠
常见药物,局限型间皮瘤,注射用培美曲塞二钠
常见药物,局限型间皮瘤,注射用卡铂
并发症,局限型间皮瘤,胸腔积液
并发症,局限型间皮瘤,低血糖
病症,局限型间皮瘤,乏力
病症,局限型间皮瘤,钝痛
病症,局限型间皮瘤,干咳
科室从属,肿瘤外科,肿瘤科
就诊科室,局限型间皮瘤,肿瘤外科
检查项目,局限型间皮瘤,胸部平片
检查项目,局限型间皮瘤,胸部CT检查
检查项目,局限型间皮瘤,胸部B超
治疗,急性脓胸,药物治疗
治疗,急性脓胸,支持性治疗
推荐吃,急性脓胸,小麦粥
推荐吃,急性脓胸,荞麦粥
推荐吃,急性脓胸,杂粮粥
推荐吃,急性脓胸,蔬菜杂烩粥
推荐吃,急性脓胸,羊腩萝卜丝粥
推荐吃,急性脓胸,花生杏仁粥
推荐吃,急性脓胸,绿豆南瓜汤
推荐吃,急性脓胸,苦瓜瘦肉汤
忌吃,急性脓胸,啤酒
忌吃,急性脓胸,白酒
忌吃,急性脓胸,咸鸭蛋
忌吃,急性脓胸,鹅肉
宜吃,急性脓胸,鸭肝
宜吃,急性脓胸,葵花子仁
宜吃,急性脓胸,核桃
宜吃,急性脓胸,白果（干）
治疗药物,急性脓胸,注射用克林霉素磷酸酯
治疗药物,急性脓胸,注射用美洛西林钠舒巴坦钠
治疗药物,急性脓胸,甲硝唑维B6片
治疗药物,急性脓胸,注射用头孢美唑钠
治疗药物,急性脓胸,阿莫西林双氯西林钠胶囊
治疗药物,急性脓胸,注射用拉氧头孢钠
治疗药物,急性脓胸,盐酸克林霉素棕榈酸酯干混悬剂
治疗药物,急性脓胸,盐酸克林霉素棕榈酸酯颗粒
治疗药物,急性脓胸,甲硝唑氯化钠注射液
治疗药物,急性脓胸,盐酸克林霉素胶囊
治疗药物,急性脓胸,克林霉素磷酸酯阴道凝胶
常见药物,急性脓胸,盐酸克林霉素胶囊
常见药物,急性脓胸,甲硝唑维B6片
并发症,急性脓胸,胸腔积液
并发症,急性脓胸,气胸
并发症,急性脓胸,慢性脓胸
病症,急性脓胸,脓肿
病症,急性脓胸,咳嗽
病症,急性脓胸,充血
病症,急性脓胸,水肿
病症,急性脓胸,发绀
病症,急性脓胸,乏力
病症,急性脓胸,寒战
病症,急性脓胸,休克
病症,急性脓胸,胸痛
病症,急性脓胸,高热
病症,急性脓胸,脓胸
科室从属,心胸外科,外科
就诊科室,急性脓胸,心胸外科
检查项目,急性脓胸,体位
治疗,肋骨骨折,药物治疗
治疗,肋骨骨折,康复治疗
治疗,肋骨骨折,手术治疗
推荐吃,肋骨骨折,小麦粥
推荐吃,肋骨骨折,荞麦粥
推荐吃,肋骨骨折,杂粮粥
推荐吃,肋骨骨折,蔬菜杂烩粥
推荐吃,肋骨骨折,豆薯小米粥
推荐吃,肋骨骨折,绿豆南瓜汤
推荐吃,肋骨骨折,牛奶玉米汤
推荐吃,肋骨骨折,萝卜豆腐汤
忌吃,肋骨骨折,咸鸭蛋
忌吃,肋骨骨折,鹅肉
忌吃,肋骨骨折,白扁豆
忌吃,肋骨骨折,咸鱼
宜吃,肋骨骨折,鸭肝
宜吃,肋骨骨折,葵花子仁
宜吃,肋骨骨折,核桃
宜吃,肋骨骨折,白果（干）
治疗药物,肋骨骨折,骨康胶囊
治疗药物,肋骨骨折,伤科接骨片
治疗药物,肋骨骨折,接骨续筋片
治疗药物,肋骨骨折,跌打丸
治疗药物,肋骨骨折,复方骨肽注射液
治疗药物,肋骨骨折,接骨片
治疗药物,肋骨骨折,筋骨宁膏
治疗药物,肋骨骨折,伤科跌打丸
常见药物,肋骨骨折,伤科接骨片
常见药物,肋骨骨折,骨康胶囊
并发症,肋骨骨折,急性心力衰竭
并发症,肋骨骨折,肺不张
病症,肋骨骨折,气胸
病症,肋骨骨折,咳嗽
病症,肋骨骨折,无力
病症,肋骨骨折,水肿
病症,肋骨骨折,休克
病症,肋骨骨折,腹痛
病症,肋骨骨折,胸痛
病症,肋骨骨折,血胸
科室从属,骨外科,外科
就诊科室,肋骨骨折,骨外科
检查项目,肋骨骨折,螺旋CT检查
检查项目,肋骨骨折,螺旋CT检查
治疗,联合瓣膜病变,药物治疗
治疗,联合瓣膜病变,手术治疗
推荐吃,联合瓣膜病变,牛奶菠菜粥
推荐吃,联合瓣膜病变,菠菜双蛋羹
推荐吃,联合瓣膜病变,紫菜芙蓉汤
推荐吃,联合瓣膜病变,卷心菜菠萝汁
推荐吃,联合瓣膜病变,海带果菜汁
推荐吃,联合瓣膜病变,双菇番茄黄瓜紫菜汤
推荐吃,联合瓣膜病变,瑶柱生菜白菜汤
推荐吃,联合瓣膜病变,雪菜青豆韭菜豆腐汤
忌吃,联合瓣膜病变,白酒
忌吃,联合瓣膜病变,咸鸭蛋
忌吃,联合瓣膜病变,鹅肉
忌吃,联合瓣膜病变,油豆腐
宜吃,联合瓣膜病变,鸭肝
宜吃,联合瓣膜病变,葵花子仁
宜吃,联合瓣膜病变,核桃
宜吃,联合瓣膜病变,白果（干）
并发症,联合瓣膜病变,心律失常
并发症,联合瓣膜病变,急性肺水肿
并发症,联合瓣膜病变,脑栓塞
并发症,联合瓣膜病变,肠系膜上动脉栓塞
并发症,联合瓣膜病变,肾动脉栓塞
并发症,联合瓣膜病变,猝死
并发症,联合瓣膜病变,感染性心内膜炎
病症,联合瓣膜病变,心悸
病症,联合瓣膜病变,腹水
病症,联合瓣膜病变,心绞痛
科室从属,心胸外科,外科
就诊科室,联合瓣膜病变,心胸外科
检查项目,联合瓣膜病变,心电图
治疗,漏斗胸,药物治疗
治疗,漏斗胸,手术治疗
治疗,漏斗胸,支持性治疗
推荐吃,漏斗胸,豆薯小米粥
推荐吃,漏斗胸,小麦粥
推荐吃,漏斗胸,荞麦粥
推荐吃,漏斗胸,杂粮粥
推荐吃,漏斗胸,蔬菜杂烩粥
推荐吃,漏斗胸,瓜粒杂锦汤
推荐吃,漏斗胸,萝卜豆腐汤
推荐吃,漏斗胸,瘦肉榨菜粉丝虾米汤
忌吃,漏斗胸,啤酒
忌吃,漏斗胸,白酒
忌吃,漏斗胸,咸鸭蛋
忌吃,漏斗胸,鹅肉
宜吃,漏斗胸,鸡蛋清
宜吃,漏斗胸,鸡蛋
宜吃,漏斗胸,鸭肝
宜吃,漏斗胸,葵花子仁
并发症,漏斗胸,哮喘
病症,漏斗胸,心悸
病症,漏斗胸,咳嗽
病症,漏斗胸,喘息
科室从属,心胸外科,外科
就诊科室,漏斗胸,心胸外科
检查项目,漏斗胸,心电图
治疗,慢性支气管炎,药物治疗
治疗,慢性支气管炎,支持性治疗
推荐吃,慢性支气管炎,猪肉韭菜水饺
推荐吃,慢性支气管炎,猪肉青菜粥
推荐吃,慢性支气管炎,小白菜猪肉饺
推荐吃,慢性支气管炎,糟蒸鸭肝
推荐吃,慢性支气管炎,鸭肝浓香粥
推荐吃,慢性支气管炎,冬菜鸭肝汤
推荐吃,慢性支气管炎,萝卜枸杞炖鸭肝
推荐吃,慢性支气管炎,蟹肉苦瓜羹
忌吃,慢性支气管炎,白酒
忌吃,慢性支气管炎,咸鸭蛋
忌吃,慢性支气管炎,鹅肉
忌吃,慢性支气管炎,白扁豆
宜吃,慢性支气管炎,鸭肝
宜吃,慢性支气管炎,莲子
宜吃,慢性支气管炎,葵花子仁
宜吃,慢性支气管炎,白果（干）
治疗药物,慢性支气管炎,消咳喘糖浆
治疗药物,慢性支气管炎,噻托溴铵粉雾剂
治疗药物,慢性支气管炎,头孢克肟颗粒
治疗药物,慢性支气管炎,盐酸班布特罗片
治疗药物,慢性支气管炎,白及颗粒
治疗药物,慢性支气管炎,头孢呋辛酯胶囊
治疗药物,慢性支气管炎,十五味龙胆花丸
治疗药物,慢性支气管炎,复方蛤青胶囊
治疗药物,慢性支气管炎,硫酸特布他林片
治疗药物,慢性支气管炎,罗红霉素分散片
治疗药物,慢性支气管炎,消癌平胶囊
治疗药物,慢性支气管炎,复方气管炎片
治疗药物,慢性支气管炎,阿奇霉素片
治疗药物,慢性支气管炎,阿奇霉素干混悬剂
治疗药物,慢性支气管炎,蛇胆川贝液
治疗药物,慢性支气管炎,罗红霉素软胶囊
治疗药物,慢性支气管炎,清热止咳颗粒
治疗药物,慢性支气管炎,乙酰半胱氨酸颗粒
治疗药物,慢性支气管炎,盐酸头孢他美酯片
治疗药物,慢性支气管炎,盐酸克林霉素棕榈酸酯分散片
治疗药物,慢性支气管炎,克拉霉素分散片
治疗药物,慢性支气管炎,蜜炼川贝枇杷膏
治疗药物,慢性支气管炎,头孢丙烯分散片
常见药物,慢性支气管炎,头孢丙烯分散片
常见药物,慢性支气管炎,噻托溴铵粉雾剂
并发症,慢性支气管炎,咯血
并发症,慢性支气管炎,支气管哮喘
并发症,慢性支气管炎,肺结核
并发症,慢性支气管炎,支气管扩张
并发症,慢性支气管炎,肺癌
并发症,慢性支气管炎,肺气肿
并发症,慢性支气管炎,肺动脉高压
病症,慢性支气管炎,咳嗽
病症,慢性支气管炎,充血
病症,慢性支气管炎,咳痰
病症,慢性支气管炎,水肿
病症,慢性支气管炎,哮鸣音
病症,慢性支气管炎,喘息
科室从属,呼吸内科,内科
就诊科室,慢性支气管炎,呼吸内科
检查项目,慢性支气管炎,白细胞分类计数
检查项目,慢性支气管炎,嗜酸性粒细胞
检查项目,慢性支气管炎,嗜酸性粒细胞
检查项目,慢性支气管炎,痰培养
治疗,慢性缩窄性心包炎,药物治疗
治疗,慢性缩窄性心包炎,手术治疗
治疗,慢性缩窄性心包炎,支持性治疗
推荐吃,慢性缩窄性心包炎,豆薯小米粥
推荐吃,慢性缩窄性心包炎,小麦粥
推荐吃,慢性缩窄性心包炎,荞麦粥
推荐吃,慢性缩窄性心包炎,火腿面片粥
推荐吃,慢性缩窄性心包炎,杂粮粥
推荐吃,慢性缩窄性心包炎,蔬菜杂烩粥
推荐吃,慢性缩窄性心包炎,绿豆南瓜汤
推荐吃,慢性缩窄性心包炎,萝卜豆腐汤
忌吃,慢性缩窄性心包炎,啤酒
忌吃,慢性缩窄性心包炎,白酒
忌吃,慢性缩窄性心包炎,咸鸭蛋
忌吃,慢性缩窄性心包炎,鹅肉
宜吃,慢性缩窄性心包炎,鸭肝
宜吃,慢性缩窄性心包炎,莲子
宜吃,慢性缩窄性心包炎,葵花子仁
宜吃,慢性缩窄性心包炎,白果（干）
并发症,慢性缩窄性心包炎,电解质紊乱
并发症,慢性缩窄性心包炎,心律失常
并发症,慢性缩窄性心包炎,急性肾功能衰竭
病症,慢性缩窄性心包炎,疲乏
病症,慢性缩窄性心包炎,咳嗽
病症,慢性缩窄性心包炎,钙化
病症,慢性缩窄性心包炎,充血
病症,慢性缩窄性心包炎,脾肿大
病症,慢性缩窄性心包炎,腹胀
病症,慢性缩窄性心包炎,端坐呼吸
病症,慢性缩窄性心包炎,水肿
病症,慢性缩窄性心包炎,心悸
病症,慢性缩窄性心包炎,浮肿
病症,慢性缩窄性心包炎,腹水
病症,慢性缩窄性心包炎,胸水
病症,慢性缩窄性心包炎,心包炎
病症,慢性缩窄性心包炎,奇脉
科室从属,心胸外科,外科
就诊科室,慢性缩窄性心包炎,心胸外科
检查项目,慢性缩窄性心包炎,心电图
检查项目,慢性缩窄性心包炎,心电图
治疗,慢性心功能不全,药物治疗
治疗,慢性心功能不全,支持性治疗
推荐吃,慢性心功能不全,香菇油菜面筋粥
推荐吃,慢性心功能不全,香菇油菜包
推荐吃,慢性心功能不全,油豆腐油菜
推荐吃,慢性心功能不全,白萝卜油菜汁
推荐吃,慢性心功能不全,油菜丝炒面
推荐吃,慢性心功能不全,花豆腐生菜瘦肉汤
推荐吃,慢性心功能不全,苹果生菜酸奶汁
推荐吃,慢性心功能不全,萝卜生菜汤
忌吃,慢性心功能不全,啤酒
忌吃,慢性心功能不全,白酒
忌吃,慢性心功能不全,咸鸭蛋
忌吃,慢性心功能不全,咸鸭蛋
宜吃,慢性心功能不全,鸭肝
宜吃,慢性心功能不全,鸡肉
宜吃,慢性心功能不全,莲子
宜吃,慢性心功能不全,葵花子仁
治疗药物,慢性心功能不全,硝酸异山梨酯片
治疗药物,慢性心功能不全,单硝酸异山梨酯缓释片
治疗药物,慢性心功能不全,辅酶Q10胶囊
治疗药物,慢性心功能不全,培哚普利片
治疗药物,慢性心功能不全,地高辛片
治疗药物,慢性心功能不全,IV
治疗药物,慢性心功能不全,心宝丸
治疗药物,慢性心功能不全,氢氯噻嗪片
治疗药物,慢性心功能不全,托拉塞米片
治疗药物,慢性心功能不全,芪苈强心胶囊
治疗药物,慢性心功能不全,盐酸贝那普利片
治疗药物,慢性心功能不全,单硝酸异山梨酯片
治疗药物,慢性心功能不全,辅酶Q10片
治疗药物,慢性心功能不全,硝酸甘油片
常见药物,慢性心功能不全,盐酸贝那普利片
常见药物,慢性心功能不全,心宝丸
并发症,慢性心功能不全,下肢静脉血栓形成
并发症,慢性心功能不全,肺栓塞
并发症,慢性心功能不全,咯血
并发症,慢性心功能不全,黄疸
并发症,慢性心功能不全,心力衰竭
并发症,慢性心功能不全,休克
并发症,慢性心功能不全,肺水肿
并发症,慢性心功能不全,呼吸道感染
并发症,慢性心功能不全,支气管肺炎
病症,慢性心功能不全,瘀血
病症,慢性心功能不全,充血
病症,慢性心功能不全,肝肿大
病症,慢性心功能不全,水肿
病症,慢性心功能不全,心力衰竭
病症,慢性心功能不全,腹水
病症,慢性心功能不全,胸水
病症,慢性心功能不全,哮鸣音
科室从属,心内科,内科
就诊科室,慢性心功能不全,心内科
检查项目,慢性心功能不全,血压
检查项目,慢性心功能不全,血压
检查项目,慢性心功能不全,血常规
检查项目,慢性心功能不全,心电图
检查项目,慢性心功能不全,心电图
检查项目,慢性心功能不全,心电图
治疗,慢性心包炎,药物治疗
治疗,慢性心包炎,支持性治疗
推荐吃,慢性心包炎,春笋炒鱼
推荐吃,慢性心包炎,春笋鸡片
推荐吃,慢性心包炎,黄焖春笋
推荐吃,慢性心包炎,油焖春笋
推荐吃,慢性心包炎,猪血黄花菜
推荐吃,慢性心包炎,猪血粥
推荐吃,慢性心包炎,猪血豆腐汤
推荐吃,慢性心包炎,豆芽猪血汤
忌吃,慢性心包炎,啤酒
